y_true,y_pred
31.30438,31.112356
38.07498,38.795715
37.191704,37.224846
35.19351,35.334396
21.325047,21.767258
26.953957,26.835503
12.537942,11.725553
16.163664,16.531977
23.513842,23.630358
41.805023,41.26142
14.617023,14.469747
17.540775,17.558453
19.08616,19.559528
20.970497,20.257591
29.82545,29.420902
41.942875,41.481125
38.59967,38.68538
14.073852,14.637946
35.55722,35.368126
18.140724,18.334276
15.308288,15.570687
8.63129,8.491891
39.91879,39.62918
40.532032,40.570404
20.383883,20.391724
14.209746,14.66507
27.375792,27.691393
35.979214,35.41015
16.49747,16.545786
30.066856,30.346647
8.026152,8.65173
16.237623,16.575726
12.520559,12.2286825
9.428974,9.559554
15.5584,15.570687
16.698635,16.412132
31.797018,31.203535
34.852276,34.74318
31.108768,31.3183
37.705936,37.224594
36.573605,36.301895
26.590668,26.711668
19.977457,19.51386
23.36016,23.380283
16.45817,16.561365
17.399137,17.64861
21.97787,21.76726
40.664825,40.707268
22.548176,22.722776
21.709894,21.76726
28.546846,28.920694
40.985306,40.556187
17.64593,17.413992
12.397824,12.362412
18.554007,18.29096
40.90488,40.430077
12.586207,12.363151
40.344738,40.519333
28.564295,28.524672
14.273643,14.454677
27.164968,27.396273
8.376708,8.590507
21.537275,21.595385
40.25334,40.52943
27.835835,27.6654
14.430889,14.667423
20.816483,20.35176
38.895157,38.764217
30.348345,30.320791
27.991583,27.65039
34.89827,34.526627
16.430244,16.06445
33.55085,33.673874
37.415485,36.997658
26.903248,26.716444
32.14393,33.11116
28.771112,28.920694
39.156395,39.622375
8.420148,8.365081
16.400007,16.594212
13.870664,12.607726
40.215923,40.333424
38.437237,38.87365
11.251952,11.65408
28.506166,28.787191
41.185642,41.523727
10.877685,10.47943
21.683332,21.745302
8.150247,8.301579
17.846157,17.517326
30.18063,30.564907
39.61817,39.634804
36.562576,36.285973
40.523857,40.47387
33.2005,33.68728
36.99884,36.33692
32.857033,32.82184
10.404377,10.482347
12.019098,12.391267
25.56393,25.390038
24.85401,24.256613
38.638535,38.7685
23.982628,23.287273
28.108849,28.772543
22.782476,22.428082
36.31599,36.303543
18.10217,18.392088
18.09295,18.334276
19.203222,19.337837
9.890781,9.487702
15.940096,15.588531
9.0533285,9.640512
41.77309,41.322464
28.69346,28.377947
29.161098,29.436983
26.995777,26.811895
21.623077,21.729988
39.965614,39.60566
39.321377,39.63775
30.06719,30.564909
21.67814,21.763342
37.89779,37.161938
24.111174,24.376783
16.364166,16.597504
23.251377,23.641886
21.907366,21.595385
22.640856,22.385046
41.257805,41.481125
33.761654,33.53676
36.88552,36.257683
18.527082,18.398031
24.685585,24.340643
32.167923,32.78292
15.668303,15.48957
30.326048,30.291767
30.45619,30.193056
36.914288,36.303547
8.432913,8.791009
24.666527,24.17746
29.840363,29.672228
24.875187,24.376783
10.111735,10.569842
10.929474,10.453128
33.901035,33.582375
40.843937,40.39978
31.630333,31.100758
33.30317,33.61566
28.319088,28.53644
28.086735,28.51998
24.465494,24.200659
23.627142,23.577173
18.14118,18.648117
35.552414,35.334396
17.352097,17.538242
17.74478,17.84369
8.002905,8.491891
24.774998,24.325125
23.09367,23.641886
22.143415,22.428082
34.331875,34.461067
41.53913,41.481125
31.52216,31.28509
22.060322,22.544832
34.43133,34.55449
10.4239435,10.479429
29.415749,29.322653
37.01329,37.08058
11.054166,11.501933
40.67446,40.66164
37.371853,37.11775
19.801851,19.120638
19.956959,19.49071
41.03442,41.523727
28.570631,28.772543
26.98371,26.80326
25.302038,25.238075
19.774769,19.529741
32.78327,32.798523
18.912672,18.582886
16.85945,17.009165
21.341621,21.729988
16.461796,16.597506
39.342068,39.717255
29.984823,29.674456
8.091557,8.369667
8.384469,8.358927
38.336864,38.732635
32.372032,32.842552
38.35481,38.755707
26.345592,26.736786
41.811676,41.455666
28.543037,28.6476
13.086784,12.735833
35.345245,35.392902
31.153069,31.28509
21.009045,21.658293
34.084126,34.40641
16.110611,16.545786
39.12151,39.622375
26.85922,26.58597
29.363628,29.548016
30.44243,30.417624
26.376486,26.58597
21.319233,21.745302
28.674736,28.524672
11.078463,11.352557
17.604475,17.380886
32.115993,32.62175
37.476357,37.355232
19.646557,19.475866
12.493139,12.295353
39.70638,39.701565
41.505424,41.541016
16.964003,16.575724
25.106676,25.372915
38.600094,38.70376
24.570988,24.215433
32.474365,32.82908
26.985231,26.778791
28.283749,28.772543
41.287632,41.324585
28.382498,28.490446
11.150318,11.4094305
37.432194,37.141407
11.123767,11.487327
35.565735,35.377235
11.408839,11.363231
26.261871,26.711649
19.509113,18.902792
19.658947,19.413559
16.19294,16.439615
11.788905,11.515487
9.099851,9.580058
35.156494,35.554733
12.9891615,12.363151
15.68027,15.48957
31.056099,31.057383
24.23184,24.17746
20.354187,20.343767
18.07304,18.570175
37.36047,37.30562
39.230152,39.6526
10.717561,10.917075
17.835365,17.517326
35.977726,35.392902
19.524588,19.120638
27.60369,27.711744
37.797573,37.004753
35.33282,35.319057
12.497198,12.295352
14.113267,14.469747
31.906183,31.160566
20.781515,19.958838
20.35227,20.279165
12.687509,12.484523
10.504863,10.433139
18.241034,17.950644
20.71499,20.20649
38.845345,38.79923
15.346782,15.594627
25.575844,25.201216
19.2419,19.413559
21.374605,21.875475
21.471704,21.875475
22.755072,22.722776
20.612795,20.279165
32.851757,32.653088
29.997297,29.39743
17.043385,17.413992
29.210707,29.537733
12.103223,12.391126
27.945816,27.91154
12.021031,12.391126
9.995877,9.582904
29.729214,29.530943
20.40444,20.206488
28.68254,28.607885
13.374706,13.171229
34.091347,34.74784
33.73719,33.93062
23.894691,23.380283
20.466715,20.25759
27.532255,27.627333
40.951977,40.39978
9.684325,9.727891
22.633022,22.428083
37.34337,37.161938
19.859774,19.506035
39.771122,39.53493
16.764845,16.455719
41.370403,41.597927
40.361855,40.481483
18.846775,18.512651
40.729908,40.453377
31.578516,31.269236
15.654387,15.48957
12.228094,12.362412
29.441137,29.53773
32.424454,32.78292
21.235847,21.729988
25.999346,25.238077
38.134712,38.747528
33.91103,33.68728
41.331932,41.630875
37.476498,37.117744
35.00287,35.437305
13.079874,13.4203415
28.962055,28.445505
18.706509,18.512651
20.91613,20.220118
40.963253,40.66164
11.486664,11.412384
36.57212,36.095535
26.419867,26.775185
23.219929,23.641886
23.262932,23.475567
33.76416,33.53676
8.545205,8.408757
20.012861,20.43046
20.443064,20.184385
8.923886,8.538364
40.466354,40.45655
10.306952,10.443473
31.099285,31.294292
22.387455,22.521143
18.745134,18.582884
19.793274,19.413557
27.450775,28.049644
12.384251,12.528451
18.275553,18.570177
16.340029,16.737177
18.458086,18.40248
17.021841,17.378408
40.93339,40.68311
15.269001,15.570687
31.609484,31.160566
27.839838,28.049644
32.571186,32.793304
27.470764,27.627333
33.788025,33.68197
29.665651,29.325634
21.527227,21.551376
36.81882,36.257683
27.745039,27.596148
19.223322,19.337732
26.826786,26.736786
37.95763,37.355232
24.82647,24.351261
23.640205,23.287273
40.46475,40.453377
31.346603,31.207312
34.24789,34.787308
41.78989,41.650673
36.817207,36.159866
26.43007,26.80326
37.088314,37.224594
27.164507,27.627333
8.868136,8.547085
22.704546,22.62411
15.378471,15.804899
31.46691,31.100758
31.7525,31.175508
34.728554,34.74784
15.151333,15.523767
17.829258,17.380886
14.325472,14.695599
39.33302,39.63775
16.162485,16.455719
35.726223,35.334396
20.78611,20.391724
30.193188,30.263853
13.621489,13.273966
39.22717,39.534927
39.72377,39.65
15.610369,15.588531
37.49385,37.080578
9.58896,9.487702
31.324358,31.29429
27.557877,27.697107
31.417154,31.3183
10.218795,10.443472
14.422562,14.658713
25.553034,25.177324
12.702204,12.391267
24.817896,24.340643
28.558098,28.51998
13.077928,12.607726
8.3091545,8.491891
19.26758,19.239243
37.3086,37.155964
36.6532,36.303547
12.312483,12.2286825
9.9576845,9.580059
19.002653,19.506033
31.450691,31.112356
10.360962,10.479428
40.61954,40.453377
9.0014515,9.513974
34.81248,34.500103
15.257099,15.8049
14.266372,14.602792
41.75844,41.37153
39.06277,39.6526
23.279612,23.362715
15.423694,16.11868
22.081694,22.521145
31.794676,31.118011
40.468014,40.519333
39.571712,39.767166
8.961423,8.369667
8.117267,8.65173
20.291212,19.816847
20.867373,20.408106
19.391975,19.413559
13.761834,13.171229
35.06906,35.396645
29.425934,29.317451
32.74949,32.798523
29.770649,29.674458
32.749435,32.82184
38.525433,38.7685
8.629089,8.497903
24.090256,24.215431
25.215546,25.238075
23.417065,23.35005
20.622509,20.206488
36.62315,36.419323
36.233818,36.095535
36.654167,36.419323
32.02401,32.700043
35.36491,35.62393
29.565954,29.454561
38.023296,38.889862
40.159386,40.675842
17.612633,17.517326
17.087036,17.84369
24.513842,24.351263
15.101437,15.564979
39.46059,39.523056
31.765415,31.112356
31.099298,31.112356
36.51386,36.203144
36.63186,36.301895
34.846176,34.526627
28.357231,28.602823
22.526478,22.385046
33.163155,33.58238
35.671497,35.42775
37.470364,37.280823
31.87481,31.175508
12.859364,12.645179
34.35264,34.33764
18.08436,18.370893
12.480795,12.3174925
41.162228,41.650673
38.3684,38.873646
12.445918,12.542672
32.432434,32.690807
31.932219,31.112356
35.389774,35.35875
30.458118,30.291765
19.204506,19.51386
27.121086,27.66134
15.7512665,15.489572
8.138848,8.301579
14.203385,14.637945
22.855871,22.933325
12.674003,12.36315
35.765095,35.62393
31.908766,31.11801
39.927593,39.659077
13.86925,13.2769
